technischer Schlüssel;Objektnummer;Bezirk;Ortsteil;Art der Grünanlage;Name der Grünanlage;Namenszusatz der Grünanlage;Baujahr;letztes Sanierungsjahr;Größe in m² (Kataster);Widmung;Nummer des Planungsraumes;Name Planungsraum;anrechenbar Grünflächenversorgung
00008100:001c944d;26GA01;Lichtenberg;Friedrichsfelde;Grünanlage;Gensinger Str. 62-114 (Grünanlage);-;-;-;9618;gewidmet;11041023;Gensinger Straße;1
00008100:001c9455;26GA04;Lichtenberg;Friedrichsfelde;Grünanlage;Gensinger Str. 56/hinter Sporthalle/GA;-;-;-;9662;gewidmet;11041023;Gensinger Straße;1
00008100:001c9504;03GA02;Lichtenberg;Falkenberg;Grünanlage;Gutspark Falkenberg / Pk 2;-;-;-;25979;gewidmet;11010103;Dorf Falkenberg;1
00008100:001c96a3;18GA04;Lichtenberg;Lichtenberg;Grünanlage;Grünfläche Rhinstr. am Marzahn-HSH Grenzgraben;-;-;-;41899;gewidmet;11030720;Herzbergstraße;1
00008100:0019920f;221;Marzahn-Hellersdorf;Marzahn;Grünanlage;Marchwitzastr./ Allee d.Kosmonauten;Heinz-Graffunder-Park;1982;-;44253.8;gewidmet;10010309;Springpfuhl;1
00008100:0019931d;2301355;Marzahn-Hellersdorf;Mahlsdorf;Grünanlage;Barnimhang- öff. Durchwegung;zw. Alt-Mahlsdorf und Elsenstraße;-;-;24447;gewidmet;10040933;Mahlsdorf-Süd;1
00008100:0019918c;301;Marzahn-Hellersdorf;Biesdorf;Grünanlage;Biesdorfer Promenade, Biesdorf/ Nord;zw. Eugen-Roth-Weg u. Blumberger Damm;1979;-;15829;gewidmet;10030724;Oberfeldstr.;0
00008100:001991a2;295;Marzahn-Hellersdorf;Marzahn;Grünanlage;"""Wiesenpark"" Landsberger Tor, 295";Wuhlepark südl. Landsberger Allee;1995;-;205960;gewidmet;10010311;Landsberger Tor;1
00008100:001c9322;05GA02;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Randowstr. 29 / Grünanlage;-;-;-;7866;gewidmet;11010205;Falkenberg West;1
00008100:001c9439;07GA05;Lichtenberg;Neu-Hohenschönhausen;Grünanlage;Grünzug zwischen Hagenower Ring  u.;Schweriner Ring;-;-;8818;gewidmet;11010207;Wartenberg Nord;1
00008100:001c96c4;18GA12;Lichtenberg;Lichtenberg;Grünanlage;Park Herzberge nördlich  Grünzug;-;-;-;21196;gewidmet;11030720;Herzbergstraße;1
00008100:001c960b;18GA01;Lichtenberg;Lichtenberg;Grünanlage;KGA Bielefeld u.KGA Friedrichsfelde Nord;verlängerte Gudrunstr.;-;-;10728;gewidmet;11030720;Herzbergstraße;0
00008100:001991b5;220;Marzahn-Hellersdorf;Marzahn;Grünanlage;Friedrichsfelde/Nord, an der KGA;östl.Rhinstraße u.öffentl.Wegeverbindung;1992;-;8656.4;gewidmet;10010308;Marzahner Chaussee;0
00008100:00199657;2300159;Marzahn-Hellersdorf;Mahlsdorf;Grünanlage;Waldowpark;Waldowstraße;-;-;13983;gewidmet;10040932;Alt-Mahlsdorf;1
00008100:001992b5;2301455;Marzahn-Hellersdorf;Mahlsdorf;Grünanlage;Öffentliche Parkanlage B1/B5;Hönower Straße/ Alt- Mahlsdorf;-;-;2792;gewidmet;10040932;Alt-Mahlsdorf;0
00008100:001991cf;316;Marzahn-Hellersdorf;Biesdorf;Grünanlage;Nordpromenade,;Biesdorf/ Süd;1980;-;8130.9;gewidmet;10030726;Alt-Biesdorf;1
00008100:001991c0;310;Marzahn-Hellersdorf;Biesdorf;Grünanlage;Altentreptower Str.- südlich bis Bahn;Wäldchen;1995;-;11846.6;gewidmet;10030725;Buckower Ring;0
00008100:001c9337;02GA25;Lichtenberg;Malchow;Grünanlage;Margaretenhöhe Nord / an der Ahornallee;-;-;-;232734;gewidmet;11010102;Dorf Wartenberg;1
00008100:001c9567;28GA30;Lichtenberg;Friedrichsfelde;Grünanlage;Moldaustr. 2-37 /Kraatzgraben;-;-;-;14821;gewidmet;11041128;Sewanstraße;1
00008100:001c94ed;24GA16;Lichtenberg;Friedrichsfelde;Grünanlage;Einbecker Str.113 (Hof);-;-;-;2909;gewidmet;11040926;Weitlingstraße;0
00008100:001c96cb;24GA11;Lichtenberg;Friedrichsfelde;Grünanlage;Alfred-Kowalke-Str. 34 / Straße Am Tierpark 22-26;-;-;-;6816;gewidmet;11040926;Weitlingstraße;1
00008100:001c96e2;24GA04;Lichtenberg;Friedrichsfelde;Grünanlage;Münsterlandplatz;-;-;-;3469;gewidmet;11040926;Weitlingstraße;0
00008100:0019948e;701;Marzahn-Hellersdorf;Biesdorf;Grünanlage;Schmetterlingswiesen - Brodersengarten;Wuhlegrünzug ;1999;-;105510.4;gewidmet;10030727;Biesdorf-Süd;1
00008100:0019967b;2300128;Marzahn-Hellersdorf;Mahlsdorf;Grünanlage;Körnerplatz;Seestraße/Mechthildstraße;-;1998;4898.8;gewidmet;10040933;Mahlsdorf-Süd;0
00008100:001c68a7;100441;Treptow-Köpenick;Köpenick;Grünanlage;Strandschloßweg Köp GA;-;-;-;5453.9;gewidmet;9041402;Allende II;1
00008100:001c6a23;100331;Treptow-Köpenick;Köpenick;Grünanlage;Müggelheimer Damm/ Salvador-Allende-Straße Köp GA;Volkspark;-;-;60884;gewidmet;9041301;Kietzer Feld / Nachtheide;1
00008100:000a6d56;411021;Neukölln;Neukölln;Grünanlage;Böhmische Strasse;-;-;-;1369;gewidmet;8010404;Rixdorf;0
00008100:000a6ca4;321030;Neukölln;Britz;Grünanlage;Park am Buschkrug-Grünanlage; ; ;2014;46520;gewidmet;8020619;Buschkrugallee Nord;1
00008100:000a6d62;431010;Neukölln;Neukölln;Grünanlage;Körnerpark;-;-;-;21281;gewidmet;8010213;Körnerpark;1
00008100:000a6b62;431013;Neukölln;Neukölln;Grünanlage;Kirchhofweg;-;-;-;6308;gewidmet;8010118;Silbersteinstraße;1
00008100:000a6ca3;321033;Neukölln;Britz;Grünanlage;Braunschweiger Ufer-Grünanlage;-;-;-;38780;gewidmet;8020619;Buschkrugallee Nord;1
00008100:001c6865;10061;Treptow-Köpenick;Alt-Treptow;Grünanlage;Martin-Hoffmann-Straße/ Durchwegung AT GA;-;-;-;4619;gewidmet;9010101;Elsenstr.;1
00008100:0026f433;90181;Treptow-Köpenick;Oberschöneweide;Grünanlage;Am Bahnhof Wuhlheide Ob GA;im Bau;-;-;2773;künftige Widmung;9020502;Oberschöneweide Ost;0
00008100:0029052f;110191;Treptow-Köpenick;Friedrichshagen;Grünanlage;Josef-Nawrocki-Straße/ Müggelpark Pachtfläche Fr ;Cafe Müggelpark;-;-;347;-;9051702;Bölschestraße;0
00008100:001c6788;10021;Treptow-Köpenick;Alt-Treptow;Grünanlage;Alt-Treptow/ Treptower Park AT GA;einschließlich Insel der Jugend; ; ;564242;gewidmet;9010102;Am Treptower Park Nord;1
00008100:00273f26;100371;Treptow-Köpenick;Köpenick;Grünanlage;Müggelheimer Straße/ Frauentog - FM;-;-;-;1621;entwidmet;9041501;Altstadt-Kietz;0
00008100:000a6b6c;241095;Neukölln;Rudow;Grünanlage;Rhodeländer Weg;-;-;-;1583;gewidmet;8041038;Waßmannsdorfer Chaussee;0
00008100:000a6d1d;411026;Neukölln;Neukölln;Grünanlage;Herbert-Krause Park;-;-;-;6330;gewidmet;8010509;Schulenburgpark;1
00008100:000a6d64;431002;Neukölln;Neukölln;Grünanlage;Reuterplatz-Grünanlage;-;-;-;5684;gewidmet;8010301;Reuterkiez;1
00008100:000a6d50;411023;Neukölln;Neukölln;Grünanlage;Zwillingestrasse;-;-;-;847;gewidmet;8010509;Schulenburgpark;0
00008100:000a6dc8;221083;Neukölln;Gropiusstadt;Grünanlage;BBR-Grünanlage;-;-;-;286938;gewidmet;8030830;Gropiusstadt Süd;1
00008100:000a6d4e;411029;Neukölln;Neukölln;Grünanlage;Comeniusgarten;-;-;-;7431;gewidmet;8010404;Rixdorf;1
00008100:000a6be9;421500;Neukölln;Neukölln;Grünanlage;Lilienthalstraße-Grünanlage;-;-;-;1908;gewidmet;8010115;Hasenheide;0
00008100:000a6ca0;321034;Neukölln;Britz;Grünanlage;Krugpfuhl-Grünanlage;-;-;-;5262;gewidmet;8020622;Parchimer Allee;1
00008100:000a6df6;231089;Neukölln;Buckow;Grünanlage;Laubsängerweg;-;-;-;5917;gewidmet;8040934;Vogelviertel Nord;1
00008100:000a6e65;211064;Neukölln;Buckow;Grünanlage;Wildmeisterdamm (Hinterland);-;-;-;554;gewidmet;8020728;Buckow Ost;0
00008100:001c64a8;70041;Treptow-Köpenick;Adlershof;Grünanlage;Rudower Chaussee/ Franz-Ehrlich-Straße Ahof GA;Eichenwäldchen;-;-;7186.9;gewidmet;9020701;Adlershof West;0
00008100:001c670c;60291;Treptow-Köpenick;Altglienicke;Grünanlage;Semmelweisstraße 34-36 Ag GA;-;-;-;3606;gewidmet;9030901;Dorf Altglienicke;0
00008100:001c6737;50011;Treptow-Köpenick;Niederschöneweide;Grünanlage;Grimaustraße 76-82 Nie GA;am Bahndamm;-;-;4486;gewidmet;9020601;Schnellerstr;0
00008100:001c6537;60011;Treptow-Köpenick;Altglienicke;Grünanlage;Am Falkenberg 49 Ag GA;NSG Wendeschleife;-;-;3739;-;9030901;Dorf Altglienicke;0
00008100:000a6c08;231112;Neukölln;Rudow;Grünanlage;Verbindungsweg Süd zum Landschaftspark;-;-;-;849;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6df0;231094;Neukölln;Rudow;Grünanlage;Klarpfuhl-Grünanlage;-;-;-;19067;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6ca1;321031;Neukölln;Britz;Grünanlage;Akazienwäldche-Grünanlage;-;-;-;27870;gewidmet;8020622;Parchimer Allee;1
00008100:000a6c9b;321041;Neukölln;Britz;Grünanlage;Buschrosenplatz;-;-;-;3776;gewidmet;8020619;Buschkrugallee Nord;1
00008100:000a6e24;221084;Neukölln;Britz;Grünanlage;Papenpfuhl-Grünanlage;-;-;-;1250;gewidmet;8020624;Britzer Garten;0
00008100:000a6b31;231111;Neukölln;Britz;Grünanlage;Zuwegung Kolonie Britzer Wiesen;-;-;-;736;gewidmet;8020623;Ortolanweg;0
00008100:000a6c9a;321044;Neukölln;Britz;Grünanlage;Buschkrugallee;-;-;-;1482;gewidmet;8020622;Parchimer Allee;1
00008100:000a6e27;221057;Neukölln;Britz;Grünanlage;Gielower Strasse-Grünanlage;-;-;-;9739;gewidmet;8020622;Parchimer Allee;1
00008100:000a6e2b;221059;Neukölln;Britz;Grünanlage;Am Gewerbedreieck;-;-;-;876;gewidmet;8020620;Tempelhofer Weg;0
00008100:000a6d01;211083;Neukölln;Buckow;Grünanlage;Breitunger Weg;-;-;-;21800;gewidmet;8020624;Britzer Garten;1
00008100:000a6e61;211070;Neukölln;Buckow;Grünanlage;Basaltweg;-;-;-;3589;gewidmet;8020726;Buckow West;0
00008100:001c6468;120061;Treptow-Köpenick;Rahnsdorf;Grünanlage;Lagunenweg/ Biberpelzstraße Ra GA;-;-;-;4308;gewidmet;9051801;Rahnsdorf/Hessenwinkel;0
00008100:001c657c;120031;Treptow-Köpenick;Rahnsdorf;Grünanlage;Fürstenwalder Allee 137/ Grünheider Weg NA;"NSG ""Schulfeld""/Wolterdorfer Dünenzug";-;-;34859;-;9051801;Rahnsdorf/Hessenwinkel;1
00008100:001c6a3c;90011;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ FEZ Festwiese Ob GA;mit Eingangsbereich Bhf. und altem Hauptweg;-;-;142302.1;gewidmet;9020502;Oberschöneweide Ost;1
00008100:001c6a37;100401;Treptow-Köpenick;Köpenick;Grünanlage;Platz des 23. April/ Am Generalshof Köp GA;-;-;-;24630;gewidmet;9051901;Dammvorstadt;1
00008100:000a6c04;421.655-1;Neukölln;Neukölln;Grünanlage;Volkspark Hasenheide-Hasenschänke;-;-;-;1367;gewidmet;8010115;Hasenheide;1
00008100:000a6e28;221068;Neukölln;Britz;Grünanlage;Roetepfuhl-Grünanlage;-;-;-;22888;gewidmet;8020624;Britzer Garten;1
00008100:0029221b;321050;Neukölln;Britz;Grünanlage;Gutshof Britz - Teil 2;-;-;-;26162;gewidmet;8020622;Parchimer Allee;1
00008100:002913ca;211075;Neukölln;Buckow;Grünanlage;Lindholzweg - Grünanlage;-;-;-;1710;gewidmet;8020727;Buckow Mitte;0
00008100:000a6cf2;231098;Neukölln;Rudow;Grünanlage;Schirpitzer Weg-Grünanlage;-;1997;-;12097;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6bf7;231113;Neukölln;Rudow;Grünanlage;Grünverbindung Ostburger Weg;-;-;-;1522;gewidmet;8041040;Waltersdorfer Chaussee Ost;0
00008100:000a6df4;231088;Neukölln;Britz;Grünanlage;Uferpromenade Martin-Mährlein-Weg;-;-;-;20997;gewidmet;8020623;Ortolanweg;1
00008100:001c652c;100191;Treptow-Köpenick;Köpenick;Grünanlage;Hinter Bellevuepark u. KGA Am Mühlenfließ;-;-;-;1150;gewidmet;9051901;Dammvorstadt;0
00008100:001c6a2f;100181;Treptow-Köpenick;Köpenick;Grünanlage;Gutenbergstraße 9 Köp GA;(6a/5-2);-;-;511;gewidmet;9020801;Spindlersfeld;0
00008100:001c6a14;130061;Treptow-Köpenick;Grünau;Grünanlage;Schlierseestraße/ Uferpark Gr GA;-;-;-;20909.1;gewidmet;9031101;Grünau;1
00008100:001c6a11;130071;Treptow-Köpenick;Grünau;Grünanlage;Sportpromenade 1 Gr GA;ehemal.Sportlerdenkmal (6a/6-3);-;-;4785;gewidmet;9031101;Grünau;0
00008100:000a6b91;211079;Neukölln;Buckow;Grünanlage;Drusenheimer Weg-Grünanlage;-;-;-;27352;gewidmet;8020727;Buckow Mitte;1
00008100:000a6be0;241109;Neukölln;Rudow;Grünanlage;Matthäusweg;-;-;-;371;-;8041036;Zittauer Straße;0
00008100:000a6d4b;411027;Neukölln;Neukölln;Grünanlage;Hänselstrasse;-;-;-;3596;gewidmet;8010509;Schulenburgpark;1
00008100:000a6dcf;241106;Neukölln;Rudow;Grünanlage;NME-Grünanlage;-;-;-;50737;gewidmet;8041036;Zittauer Straße;1
00008100:000a6dea;231100;Neukölln;Rudow;Grünanlage;Nordpark-Grünanlage;-;-;-;32011;gewidmet;8041038;Waßmannsdorfer Chaussee;1
00008100:000a6b61;231660;Neukölln;Rudow;Grünanlage;Kiosk Ursulinenstraße;-;-;-;60;gewidmet;8041039;Frauenviertel;1
00008100:000a6ded;231095;Neukölln;Rudow;Grünanlage;Espenpfuhl-Grünanlage;-;-;-;9568;gewidmet;8041040;Waltersdorfer Chaussee Ost;1
00008100:000a6df1;231093;Neukölln;Rudow;Grünanlage;Margueritenring-Grünanlage;-;-;-;18862;gewidmet;8041037;Alt-Rudow;1
00008100:000a6dc6;241107;Neukölln;Rudow;Grünanlage;Lolopfuhl-Grünanlage;-;-;-;8171;gewidmet;8041038;Waßmannsdorfer Chaussee;1
00008100:000a6d55;411025;Neukölln;Neukölln;Grünanlage;Venusplatz-Grünanlage;-;-;-;4320;gewidmet;8010509;Schulenburgpark;0
00008100:001c6bc5;90191;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 250-270/ Uferweg Ob GA;Am Mellowpark;-;-;9464;künftige Widmung;9051901;Dammvorstadt;1
00008100:001c6a0d;150051;Treptow-Köpenick;Schmöckwitz;Grünanlage;Vetschauer Allee/ Platz 764 Sch GA;(6a/6-14);-;-;2492;gewidmet;9031201;Karolinenhof;0
00008100:001c63cf;80041;Treptow-Köpenick;Bohnsdorf;Grünanlage;Eichbuschplatz Bo GA;-;-;-;2140;gewidmet;9031001;Bohnsdorf;0
00008100:001c6569;80061;Treptow-Köpenick;Bohnsdorf;Grünanlage;Kirchsteig 98 Bo GA;ehemal. ZV-Gelände;-;-;35169.3;gewidmet;9031001;Bohnsdorf;1
00008100:001c69b1;90021;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ FEZ nördlich Eichgestell Ob GA;FEZ- An den Finnenhütten;-;-;30457.9;gewidmet;9020502;Oberschöneweide Ost;1
00008100:000a6d69;431003;Neukölln;Neukölln;Grünanlage;Weichselplatz-Grünanlage;-;-;2017;10898;gewidmet;8010301;Reuterkiez;1
00008100:000a6d5c;411018;Neukölln;Neukölln;Grünanlage;Hertzbergplatz-Grünanlage;-;-;1997;2711;gewidmet;8010404;Rixdorf;1
00008100:000a6be1;429.602-1;Neukölln;Neukölln;Grünanlage;Volkspark Hasenheide-Pachtfläche Hindu;-;-;-;4600;gewidmet;8010115;Hasenheide;1
00008100:000a6ca7;321035;Neukölln;Britz;Grünanlage;Delfter Ufer-Grünanlage;-;-;-;24668;gewidmet;8020619;Buschkrugallee Nord;1
00008100:000a6c03;421.654-1;Neukölln;Neukölln;Grünanlage;Volkspark Hasenheide-Minigolfplatz;-;-;-;2304;gewidmet;8010115;Hasenheide;1
00008100:000a6c97;321051;Neukölln;Britz;Grünanlage;Gutspark Britz Rosarium - Teil 2;-;-;-;14014;gewidmet;8020622;Parchimer Allee;1
00008100:000a6be7;321501;Neukölln;Britz;Grünanlage;Koppelweg-Grünanlage;-;-;-;3230;gewidmet;8020620;Tempelhofer Weg;1
00008100:001c69b8;90121;Treptow-Köpenick;Oberschöneweide;Grünanlage;Uferweg Spreeknie verlängerte Wilhelminenhofstraße Ob GA;-;-;-;3738;gewidmet;9020502;Oberschöneweide Ost;0
00008100:001c6a38;100311;Treptow-Köpenick;Köpenick;Grünanlage;Mentzelstraße Köp GA;Mentzelpark (6a/5-4);-;-;14238.3;gewidmet;9020801;Spindlersfeld;1
00008100:001c6a34;100261;Treptow-Köpenick;Köpenick;Grünanlage;Lindenstraße/ Wuhlemündung Köp GA;(6a/3-5);-;-;13980;gewidmet;9051901;Dammvorstadt;1
00008100:001c6a04;120021;Treptow-Köpenick;Rahnsdorf;Grünanlage;Dämeritzstraße/ Lindenstraße Ra GA;(6a/8-9);-;-;2863.2;gewidmet;9051801;Rahnsdorf/Hessenwinkel;0
00008100:001c69ae;110101;Treptow-Köpenick;Friedrichshagen;Grünanlage;Lindenallee 6a Fr GA;(vorher Peter-Hille-Straße 2);-;-;1070;gewidmet;9051702;Bölschestraße;0
00008100:000a6d68;431009;Neukölln;Neukölln;Grünanlage;Thomashöhe-Grünanlage;-;-;-;21186;gewidmet;8010213;Körnerpark;1
00008100:000a6d5f;431014;Neukölln;Neukölln;Grünanlage;Selkestraße-Grünanlage;-;-;-;2207;gewidmet;8010213;Körnerpark;1
00008100:001c6a2c;100351;Treptow-Köpenick;Köpenick;Grünanlage;Müggelheimer Straße/ Schloßinsel Köp GA;(6a/3-13);-;-;15724;gewidmet;9041501;Altstadt-Kietz;1
00008100:001c685e;10051;Treptow-Köpenick;Alt-Treptow;Grünanlage;Lohmühlenstraße/ Lohmühlenufer AT GA;-;-;-;10185;gewidmet;9010101;Elsenstr.;1
00008100:001c6862;10091;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Schlesischer Busch AT GA;-;-;-;58966;gewidmet;9010101;Elsenstr.;1
00008100:001c695b;100391;Treptow-Köpenick;Köpenick;Grünanlage;Pflanzgartenplatz Köp GA;-;-;-;3975;gewidmet;9052001;Köpenick-Nord;0
00008100:001c6a17;150041;Treptow-Köpenick;Schmöckwitz;Grünanlage;Vetschauer Allee/ Dorfanger Sch GA;Karolinenhofweg/ Rehfeldtstraße;-;-;5772.4;gewidmet;9031201;Karolinenhof;1
00008100:001c6a42;90131;Treptow-Köpenick;Oberschöneweide;Grünanlage;Waldowstraße/ Treskowstraße Ob GA;Nähe Waldowplatz (6b/10-50);-;-;2956;gewidmet;9020502;Oberschöneweide Ost;0
00008100:000a6d60;431011;Neukölln;Neukölln;Grünanlage;Lessinghöhe-Grünanlage;-;-;-;26608;gewidmet;8010212;Rollberg;1
00008100:000a6d5e;431015;Neukölln;Neukölln;Grünanlage;Wartheplatz-Grünanlage;-;-;-;2992;gewidmet;8010118;Silbersteinstraße;0
00008100:000a6b26;431017;Neukölln;Neukölln;Grünanlage;Oderstraße;-;-;-;2408;gewidmet;8010115;Hasenheide;1
00008100:000a6e2e;221050;Neukölln;Britz;Grünanlage;Friedland II-Grünanlage;-;-;-;2167;gewidmet;8020624;Britzer Garten;0
00008100:001c63de;90051;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ FEZ südlich Eichgestell Ob GA;südlich des Eichgestells;-;-;153300.8;gewidmet;9020502;Oberschöneweide Ost;1
00008100:001c6a3e;90031;Treptow-Köpenick;Oberschöneweide;Grünanlage;An der Wuhlheide 161/ Volkspark Ob GA;Volkspark Wuhlheide - einfache GA;-;-;327218.6;gewidmet;9020502;Oberschöneweide Ost;1
00008100:001c65a4;40121;Treptow-Köpenick;Johannisthal;Grünanlage;Springbornstraße 176-186/ Grünzug Jo GA;Kirschwiese;-;-;3063.3;gewidmet;9010401;Johannisthal West;0
00008100:00238307;10151;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Treptower Park - Staudengarten AT GA;(Lichtungsgarten);-;-;4365.2;gewidmet;9010102;Am Treptower Park Nord;1
00008100:00252f98;30121;Treptow-Köpenick;Baumschulenweg;Grünanlage;Rixdorfer Straße Ba GA;ehemaliges Friedhofsgelände am Bahndamm;-;-;41169;gewidmet;9010301;Baumschulenstraße;0
00008100:001c675b;40011;Treptow-Köpenick;Johannisthal;Grünanlage;Am Alten Fenn/ Verbindung Jo GA;Königsheideweg u. Südostallee;-;-;2521;gewidmet;9010401;Johannisthal West;1
00008100:001c66ff;60211;Treptow-Köpenick;Altglienicke;Grünanlage;Porzer Straße/ am Lärmschutzwall Ag GA;-;-;-;14466.9;gewidmet;9030903;Kölner Viertel;1
00008100:001c64ce;80051;Treptow-Köpenick;Bohnsdorf;Grünanlage;Höhensteig/ Grünzug Falkenberg Bo GA;alle Bauabschnitte Grünzug Falkenberg zusammen;-;-;38450;gewidmet;9031001;Bohnsdorf;1
00008100:000a6c9f;321043;Neukölln;Britz;Grünanlage;Vor dem Sportplatz Buschkrugallee;-;-;-;652;gewidmet;8020623;Ortolanweg;0
00008100:000a6c93;321058;Neukölln;Britz;Grünanlage;Kirchteich Britz-Grünanlage;-;-;-;9272;gewidmet;8020622;Parchimer Allee;1
00008100:001c6758;40161;Treptow-Köpenick;Johannisthal;Grünanlage;Sterndamm/ Waldstraße Jo GA;am Cafe Stern;-;-;980;gewidmet;9010401;Johannisthal West;1
00008100:001c6bb4;40181;Treptow-Köpenick;Johannisthal;Grünanlage;Winckelmannplatz Jo GA;-;-;-;3510;gewidmet;9010402;Johannisthal Ost;1
00008100:001c6535;40101;Treptow-Köpenick;Johannisthal;Grünanlage;Segelfliegerdamm Nordwestfuge Jo GA;LSG ehemaliges Flugfeld Johannisthal Teil2;-;-;43219;-;9010402;Johannisthal Ost;1
00008100:001c6520;30011;Treptow-Köpenick;Baumschulenweg;Grünanlage;Baumschulenstraße/ Chris-Gueffroy-Allee Ba GA;Berliner Mauerweg;-;-;35815;gewidmet;9010301;Baumschulenstraße;1
00008100:001c6a3f;90081;Treptow-Köpenick;Oberschöneweide;Grünanlage;Mentelinstraße Ob GA;Mentelinplatz (6a/10-2);-;-;1717;gewidmet;9020501;Oberschöneweide West;0
00008100:001c6777;30071;Treptow-Köpenick;Baumschulenweg;Grünanlage;Köpenicker Landstraße/ Rodelbergweg Ba GA;-;-;-;22309;gewidmet;9010301;Baumschulenstraße;1
00008100:001c6793;20011;Treptow-Köpenick;Plänterwald;Grünanlage;Galileistraße/ Orionstraße Pl GA;-;-;-;13646;gewidmet;9010202;Köpenicker Landstraße;1
00008100:001c6a30;100121;Treptow-Köpenick;Köpenick;Grünanlage;Ernst-Grube-Straße/ S-Bhf. Spindlersfeld Köp GA;Bahnhofsvorplatz Spindlersfeld;-;-;3412;gewidmet;9020801;Spindlersfeld;0
00008100:001c6bb3;60151;Treptow-Köpenick;Altglienicke;Grünanlage;Mohnweg/ neben Schule Ag GA;Hügellandschaft;-;-;591;gewidmet;9030903;Kölner Viertel;0
00008100:001c6707;60161;Treptow-Köpenick;Altglienicke;Grünanlage;Mohnweg/ Schmuckplatz Ag GA;-;-;-;1500;gewidmet;9030903;Kölner Viertel;1
00008100:001c6759;40051;Treptow-Köpenick;Johannisthal;Grünanlage;Ellernweg 29-39/ Königsheideweg Jo GA;-;-;-;4752.7;gewidmet;9010401;Johannisthal West;1
00008100:001c652e;10131;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Am Treptower Park AT GA;-;-;-;2052;gewidmet;9010101;Elsenstr.;0
00008100:0024368d;100521;Treptow-Köpenick;Köpenick;Grünanlage;Am Krusenick Köp GA;Wasserfläche - Altarm der Spree;-;-;6222;gewidmet;9051901;Dammvorstadt;0
00008100:000a6e47;211082;Neukölln;Buckow;Grünanlage;Gerlinger Straße 52;-;-;-;13412;gewidmet;8020727;Buckow Mitte;1
00008100:000a6e62;211072;Neukölln;Buckow;Grünanlage;Alt-Buckow 25-33;-;-;-;3097;gewidmet;8020727;Buckow Mitte;0
00008100:000a6e64;211073;Neukölln;Buckow;Grünanlage;Schlierbacher Weg;-;-;-;966;gewidmet;8020726;Buckow West;0
00008100:0022d56f;241100;Neukölln;Rudow;Grünanlage;Waßmannsdorfer Chaussee;-;-;-;6209;-;8041038;Waßmannsdorfer Chaussee;1
00008100:00238306;10141;Treptow-Köpenick;Alt-Treptow;Grünanlage;Puschkinallee/ Treptower Park -Sommerblumengarten AT GA;-;-;-;6730;gewidmet;9010102;Am Treptower Park Nord;1
00008100:002518a7;100591;Treptow-Köpenick;Köpenick;Grünanlage;Wanderweg am Müggelsee Köp GA;Uferweg;-;-;958;-;9041301;Kietzer Feld / Nachtheide;0
00008100:001c6779;30111;Treptow-Köpenick;Baumschulenweg;Grünanlage;Neue Krugallee 142-144 Ba GA;-;-;-;4447;gewidmet;9010202;Köpenicker Landstraße;0
00008100:001c6785;30091;Treptow-Köpenick;Baumschulenweg;Grünanlage;Köpenicker Landstraße neben 221/ Lakegrund Ba GA;Rahmengrün an KGA mit Ziel Verkauf;-;-;5708.2;gewidmet;9010301;Baumschulenstraße;1
00008100:001c6708;60241;Treptow-Köpenick;Altglienicke;Grünanlage;Rudower Straße am Kiessee Ag GA;-;-;-;14122;gewidmet;9030901;Dorf Altglienicke;1
00008100:001c6739;50031;Treptow-Köpenick;Niederschöneweide;Grünanlage;Köllnische Straße 34-35a Nie GA;an der Rudower Str.;-;-;6613;gewidmet;9020601;Schnellerstr;1
00008100:001c6709;60061;Treptow-Köpenick;Altglienicke;Grünanlage;Am Falkenberg 110-111 Ag GA;Wiese an der B 96;-;-;22450;gewidmet;9030901;Dorf Altglienicke;1
00008100:00245ed7;60341;Treptow-Köpenick;Altglienicke;Grünanlage;Kasperstraße Ag GA;GA um den Spielplatz Durchwegung;-;-;0;künftige Widmung;9030901;Dorf Altglienicke;1
00008100:002376fb;110171;Treptow-Köpenick;Friedrichshagen;Grünanlage;Grillenweg Fr Pacht;verpachtet - keine Pflege!;-;-;918;-;9051701;Hirschgarten;0
00008100:001c676e;40171;Treptow-Köpenick;Johannisthal;Grünanlage;Südostallee/ Rodelberg Jo GA;-;-;-;6283;gewidmet;9010401;Johannisthal West;1
00008100:001c648e;30061;Treptow-Köpenick;Baumschulenweg;Grünanlage;Kiefholzstraße v.Nr. 148-149a Ba GA;-;-;-;2813;gewidmet;9010301;Baumschulenstraße;1
00008100:002921a0;321045;Neukölln;Britz;Grünanlage;Gutspark Britz Rosarium - Teil 1;-;-;-;8924;gewidmet;8020622;Parchimer Allee;1
